store,sku,amount
Mombasa,DM1294,5138 KSH
Nashua,DM1230,6211 KSH
Malindi,DM1182,2756 KSH
Mombasa,DM1759,3049 KSH
Nashua,DM1294,7028 KSH
Malindi,DM1759,3300 KSH
Malindi,DM1724,2716 KSH
Mombasa,DM1182,2645 KSH
Malindi,DM1759,1597 KSH
Malindi,DM1230,2421 KSH
Mombasa,DM1294,6046 KSH
Nashua,DM1786,4797 KSH
Nakuru,DM1294,7563 KSH
Nairobi,DM1182,3592 KSH
Mombasa,DM1537,3778 KSH
Nakuru,DM1759,2757 KSH
Naivasha,DM1537,1504 KSH
Malindi,DM1230,5084 KSH
Malindi,DM1541,1673 KSH
Mombasa,DM1230,3657 KSH
Mombasa,DM1294,8332 KSH
Nairobi,DM1724,7495 KSH
Mombasa,DM1210,6425 KSH
Naivasha,DM1230,5621 KSH
Nakuru,DM1294,9123 KSH
Mombasa,DM1786,3307 KSH
Naivasha,DM1182,8781 KSH
Nairobi,DM1759,2601 KSH
Nairobi,DM1759,1764 KSH
Naivasha,DM1210,2502 KSH
Nairobi,DM1786,9579 KSH
Mombasa,DM1786,9053 KSH
Mombasa,DM1873,4185 KSH
Nairobi,DM1873,9399 KSH
Malindi,DM1537,7973 KSH
Mombasa,DM1759,2947 KSH
Malindi,DM1759,9032 KSH
Mombasa,DM1230,3665 KSH
Mombasa,DM1230,5795 KSH
Mombasa,DM1541,7670 KSH
Nairobi,DM1294,7760 KSH
Nairobi,DM1724,8871 KSH
Naivasha,DM1541,5713 KSH
Mombasa,DM1230,7049 KSH
Nairobi,DM1294,7667 KSH
Nakuru,DM1873,5088 KSH
Mombasa,DM1873,9867 KSH
Mombasa,DM1786,5897 KSH
Naivasha,DM1724,8958 KSH
Mombasa,DM1537,9168 KSH
Naivasha,DM1294,8061 KSH
Mombasa,DM1724,1394 KSH
Naivasha,DM1182,7710 KSH
Nairobi,DM1786,3714 KSH
Nashua,DM1541,5880 KSH
Nakuru,DM1724,2514 KSH
Nashua,DM1210,1630 KSH
Naivasha,DM1537,3870 KSH
Malindi,DM1182,1109 KSH
Mombasa,DM1759,9559 KSH
Nairobi,DM1786,6489 KSH
Nakuru,DM1786,6111 KSH
Nakuru,DM1182,5957 KSH
Malindi,DM1294,5156 KSH
Nakuru,DM1210,5593 KSH
Nairobi,DM1210,6921 KSH
Nashua,DM1537,9030 KSH
Naivasha,DM1724,9582 KSH
Mombasa,DM1294,5038 KSH
Naivasha,DM1724,9198 KSH
Nakuru,DM1541,8864 KSH
Mombasa,DM1210,4983 KSH
Nairobi,DM1537,7038 KSH
Nairobi,DM1210,3800 KSH
Nashua,DM1230,5510 KSH
Nairobi,DM1759,6845 KSH
Mombasa,DM1724,5428 KSH
Nashua,DM1294,6604 KSH
Nairobi,DM1230,1224 KSH
Nashua,DM1759,9478 KSH
Nashua,DM1294,6708 KSH
Nashua,DM1537,4704 KSH
Nakuru,DM1724,3084 KSH
Nairobi,DM1873,6212 KSH
Nakuru,DM1759,8851 KSH
Naivasha,DM1230,4538 KSH
Nashua,DM1294,2544 KSH
Malindi,DM1182,3346 KSH
Malindi,DM1724,5792 KSH
Nairobi,DM1294,4715 KSH
Nakuru,DM1182,9149 KSH
Nairobi,DM1294,4036 KSH
Mombasa,DM1759,9176 KSH
Nairobi,DM1873,3016 KSH
Mombasa,DM1210,6518 KSH
Nakuru,DM1724,5783 KSH
Nairobi,DM1724,1729 KSH
Nashua,DM1724,9355 KSH
Nashua,DM1786,5472 KSH
Nakuru,DM1230,2954 KSH
Nairobi,DM1873,8674 KSH
Mombasa,DM1786,6578 KSH
Nashua,DM1294,8899 KSH
Nairobi,DM1759,4321 KSH
Nashua,DM1786,9797 KSH
Nakuru,DM1294,6393 KSH
Nairobi,DM1873,8272 KSH
Mombasa,DM1873,9152 KSH
Mombasa,DM1541,3641 KSH
Nashua,DM1537,2023 KSH
Nakuru,DM1724,2057 KSH
Nairobi,DM1759,2363 KSH
Nashua,DM1294,8014 KSH
Nairobi,DM1537,3075 KSH
Nairobi,DM1541,9449 KSH
Mombasa,DM1210,6218 KSH
Malindi,DM1786,5405 KSH
Nairobi,DM1724,6135 KSH
Mombasa,DM1537,3554 KSH
Mombasa,DM1182,3617 KSH
Nairobi,DM1873,6435 KSH
Mombasa,DM1786,8476 KSH
Mombasa,DM1759,2278 KSH
Naivasha,DM1541,7316 KSH
Nairobi,DM1294,4759 KSH
Nashua,DM1786,5233 KSH
Nashua,DM1230,6717 KSH
Nakuru,DM1230,4077 KSH
Nashua,DM1873,4501 KSH
Mombasa,DM1541,9727 KSH
Nairobi,DM1759,4683 KSH
Nairobi,DM1210,1029 KSH
Mombasa,DM1230,2865 KSH
Malindi,DM1230,3799 KSH
Malindi,DM1537,1608 KSH
Nashua,DM1759,2759 KSH
Malindi,DM1182,6255 KSH
Mombasa,DM1541,9710 KSH
Nakuru,DM1873,1577 KSH
Mombasa,DM1873,9308 KSH
Nairobi,DM1724,1022 KSH
Malindi,DM1786,7239 KSH
Malindi,DM1537,1806 KSH
Naivasha,DM1541,3651 KSH
Nakuru,DM1182,5279 KSH
Mombasa,DM1541,6537 KSH
Nashua,DM1759,4244 KSH
Mombasa,DM1230,1987 KSH
Nashua,DM1230,4488 KSH
Nairobi,DM1873,6120 KSH
Nairobi,DM1537,2981 KSH
Mombasa,DM1541,7907 KSH
Nairobi,DM1759,7604 KSH
Malindi,DM1724,7433 KSH
Nairobi,DM1210,8117 KSH
Nairobi,DM1230,1660 KSH
Mombasa,DM1786,6894 KSH
Nairobi,DM1210,1808 KSH
Malindi,DM1541,7611 KSH
Naivasha,DM1724,1336 KSH
Nairobi,DM1786,9430 KSH
Nairobi,DM1786,9166 KSH
Mombasa,DM1786,5093 KSH
Nairobi,DM1724,5697 KSH
Naivasha,DM1182,2018 KSH
Nairobi,DM1873,1640 KSH
Malindi,DM1786,1982 KSH
Mombasa,DM1182,9298 KSH
Mombasa,DM1724,7698 KSH
Nakuru,DM1210,1686 KSH
Malindi,DM1537,1174 KSH
Nairobi,DM1724,6423 KSH
Nairobi,DM1541,9111 KSH
Mombasa,DM1210,3157 KSH
Naivasha,DM1294,8878 KSH
Mombasa,DM1541,2223 KSH
Nairobi,DM1294,9027 KSH
Mombasa,DM1210,3574 KSH
Nairobi,DM1786,6300 KSH
Mombasa,DM1541,3367 KSH
Malindi,DM1541,6109 KSH
Nashua,DM1537,8910 KSH
Malindi,DM1759,3372 KSH
Nashua,DM1786,8193 KSH
Malindi,DM1230,5360 KSH
Malindi,DM1210,8597 KSH
Nairobi,DM1230,9522 KSH
Mombasa,DM1182,1663 KSH
Nairobi,DM1294,3106 KSH
Mombasa,DM1786,5902 KSH
Mombasa,DM1210,6764 KSH
Malindi,DM1210,1113 KSH
Nakuru,DM1541,1657 KSH
Mombasa,DM1786,5425 KSH
Nakuru,DM1230,4715 KSH
Nairobi,DM1230,2040 KSH
Naivasha,DM1210,8017 KSH
Mombasa,DM1537,8974 KSH
Nakuru,DM1786,9677 KSH
Nairobi,DM1873,1599 KSH
Mombasa,DM1294,1825 KSH
Nakuru,DM1873,4819 KSH
Malindi,DM1210,2871 KSH
Nairobi,DM1541,7607 KSH
Nashua,DM1182,3201 KSH
Nairobi,DM1759,6955 KSH
Nashua,DM1230,9573 KSH
Nairobi,DM1873,7623 KSH
Mombasa,DM1541,3652 KSH
Malindi,DM1230,8045 KSH
Nairobi,DM1182,5288 KSH
Malindi,DM1537,2858 KSH
Naivasha,DM1294,5783 KSH
Mombasa,DM1873,1465 KSH
Mombasa,DM1537,4123 KSH
Naivasha,DM1873,8056 KSH
Malindi,DM1759,5548 KSH
Nairobi,DM1537,1862 KSH
Naivasha,DM1537,5008 KSH
Mombasa,DM1182,3419 KSH
Malindi,DM1759,9959 KSH
Naivasha,DM1182,5219 KSH
Nakuru,DM1873,5072 KSH
Nashua,DM1294,3647 KSH
Mombasa,DM1786,4524 KSH
Naivasha,DM1537,4427 KSH
Malindi,DM1294,9977 KSH
Nairobi,DM1873,2828 KSH
Naivasha,DM1294,7768 KSH
Mombasa,DM1724,7957 KSH
Mombasa,DM1294,2176 KSH
Nairobi,DM1210,1434 KSH
Nashua,DM1786,9224 KSH
Nashua,DM1873,9631 KSH
Naivasha,DM1230,4777 KSH
Nairobi,DM1537,3421 KSH
Malindi,DM1294,3694 KSH
Mombasa,DM1230,5601 KSH
Nashua,DM1230,5371 KSH
Naivasha,DM1537,3835 KSH
Nashua,DM1294,8334 KSH
Mombasa,DM1230,9416 KSH
Nashua,DM1724,1850 KSH
Malindi,DM1294,5825 KSH
Nairobi,DM1541,1897 KSH
Nairobi,DM1786,9125 KSH
Mombasa,DM1294,4954 KSH
Naivasha,DM1786,3536 KSH
Nashua,DM1724,4308 KSH
Mombasa,DM1294,3194 KSH
Malindi,DM1230,3404 KSH
Nashua,DM1724,1482 KSH
Nashua,DM1541,7067 KSH
Nairobi,DM1724,6538 KSH
Nairobi,DM1230,4345 KSH
Nairobi,DM1182,8850 KSH
Nairobi,DM1182,5922 KSH
Nairobi,DM1786,8062 KSH
Nairobi,DM1182,2625 KSH
Nashua,DM1759,4634 KSH
Nakuru,DM1294,1376 KSH
Nairobi,DM1541,4441 KSH
Naivasha,DM1537,3954 KSH
Nashua,DM1294,8234 KSH
Malindi,DM1182,7740 KSH
Mombasa,DM1786,6869 KSH
Nashua,DM1182,7000 KSH
Nairobi,DM1182,8452 KSH
Mombasa,DM1873,7283 KSH
Nairobi,DM1873,4324 KSH
Nairobi,DM1724,8521 KSH
Malindi,DM1210,7000 KSH
Nairobi,DM1537,3885 KSH
Nairobi,DM1786,6722 KSH
Malindi,DM1873,3732 KSH
Mombasa,DM1537,7441 KSH
Nakuru,DM1294,2229 KSH
Nakuru,DM1294,9850 KSH
Nakuru,DM1541,3620 KSH
Nairobi,DM1210,6630 KSH
Malindi,DM1210,9134 KSH
Nairobi,DM1294,3149 KSH
Malindi,DM1786,3463 KSH
Mombasa,DM1210,9143 KSH
Nashua,DM1230,1676 KSH
Mombasa,DM1537,4480 KSH
Nairobi,DM1230,9699 KSH
Nakuru,DM1724,1514 KSH
Mombasa,DM1786,9874 KSH
Malindi,DM1182,7636 KSH
Naivasha,DM1182,7909 KSH
Nakuru,DM1759,6768 KSH
Nashua,DM1230,3150 KSH
Nairobi,DM1759,1634 KSH
Mombasa,DM1541,2843 KSH
Naivasha,DM1182,6380 KSH
Nairobi,DM1182,7284 KSH
Mombasa,DM1786,5035 KSH
Mombasa,DM1210,7540 KSH
Nairobi,DM1230,5254 KSH
Malindi,DM1294,4118 KSH
Malindi,DM1724,4325 KSH
Mombasa,DM1786,8370 KSH
Nashua,DM1786,9900 KSH
Nairobi,DM1541,4504 KSH
Nairobi,DM1724,7566 KSH
Malindi,DM1541,5101 KSH
Malindi,DM1759,1355 KSH
Naivasha,DM1873,2640 KSH
Nashua,DM1541,8888 KSH
Nashua,DM1182,4012 KSH
Nashua,DM1230,5335 KSH
Malindi,DM1786,2249 KSH
Mombasa,DM1182,1119 KSH
Nashua,DM1759,7493 KSH
Nairobi,DM1294,4492 KSH
Mombasa,DM1182,4336 KSH
Mombasa,DM1759,5954 KSH
Mombasa,DM1541,4764 KSH
Naivasha,DM1537,9541 KSH
Naivasha,DM1759,1212 KSH
Nairobi,DM1210,5567 KSH
Malindi,DM1210,4293 KSH
Mombasa,DM1759,8852 KSH
Nakuru,DM1230,7801 KSH
Malindi,DM1230,3439 KSH
Malindi,DM1786,9676 KSH
Nakuru,DM1786,8678 KSH
Malindi,DM1210,7908 KSH
Mombasa,DM1724,1587 KSH
Mombasa,DM1724,5165 KSH
Malindi,DM1541,7067 KSH
Mombasa,DM1759,2828 KSH
Mombasa,DM1537,7676 KSH
Malindi,DM1873,4502 KSH
Nakuru,DM1724,4274 KSH
Nashua,DM1873,4026 KSH
Malindi,DM1724,5798 KSH
Mombasa,DM1873,9651 KSH
Mombasa,DM1537,8204 KSH
Mombasa,DM1759,6692 KSH
Nashua,DM1786,2044 KSH
Nakuru,DM1294,2857 KSH
Malindi,DM1537,5120 KSH
Nairobi,DM1537,7882 KSH
Nakuru,DM1724,2736 KSH
Naivasha,DM1230,1001 KSH
Nairobi,DM1724,7870 KSH
Nairobi,DM1873,7664 KSH
Naivasha,DM1182,7961 KSH
Nairobi,DM1210,8962 KSH
Malindi,DM1786,1826 KSH
Mombasa,DM1182,7863 KSH
Nairobi,DM1873,4015 KSH
Nairobi,DM1210,6331 KSH
Nakuru,DM1724,2440 KSH
Malindi,DM1759,8334 KSH
Nashua,DM1724,9264 KSH
Nashua,DM1786,8145 KSH
Nairobi,DM1182,3794 KSH
Nakuru,DM1182,5860 KSH
Mombasa,DM1759,4177 KSH
Nairobi,DM1182,6056 KSH
Nakuru,DM1210,3745 KSH
Nashua,DM1210,8172 KSH
Naivasha,DM1230,3803 KSH
Naivasha,DM1786,2599 KSH
Nashua,DM1541,9961 KSH
Naivasha,DM1786,8840 KSH
Nairobi,DM1541,1469 KSH
Nashua,DM1786,8350 KSH
Nashua,DM1230,7422 KSH
Naivasha,DM1759,5016 KSH
Naivasha,DM1759,4017 KSH
Mombasa,DM1230,3173 KSH
Nakuru,DM1541,9300 KSH
Nakuru,DM1786,7563 KSH
Mombasa,DM1537,2278 KSH
Nairobi,DM1182,1349 KSH
Nashua,DM1786,9409 KSH
Nairobi,DM1873,4669 KSH
Malindi,DM1294,5926 KSH
Mombasa,DM1294,6353 KSH
Naivasha,DM1537,3922 KSH
Naivasha,DM1230,6922 KSH
Mombasa,DM1759,8940 KSH
Malindi,DM1786,9791 KSH
Nakuru,DM1759,9665 KSH
Nairobi,DM1210,2386 KSH
Nashua,DM1182,6485 KSH
Nakuru,DM1724,9017 KSH
Nairobi,DM1873,2501 KSH
Malindi,DM1724,2440 KSH
Mombasa,DM1873,4089 KSH
Nakuru,DM1724,2378 KSH
Nairobi,DM1182,6388 KSH
Nakuru,DM1294,9909 KSH
Nakuru,DM1873,4452 KSH
Mombasa,DM1230,4276 KSH
Mombasa,DM1537,2345 KSH
Nashua,DM1294,9571 KSH
Nakuru,DM1724,4988 KSH
Nashua,DM1873,4937 KSH
Naivasha,DM1786,1815 KSH
Nairobi,DM1210,1312 KSH
Nairobi,DM1537,4296 KSH
Nakuru,DM1541,9278 KSH
Nakuru,DM1210,3012 KSH
Nairobi,DM1182,3382 KSH
Nairobi,DM1786,8884 KSH
Nakuru,DM1541,4677 KSH
Nairobi,DM1786,3661 KSH
Mombasa,DM1873,9667 KSH
Nairobi,DM1541,7662 KSH
Nairobi,DM1873,4126 KSH
Naivasha,DM1182,4570 KSH
Naivasha,DM1724,3708 KSH
Mombasa,DM1210,4233 KSH
Mombasa,DM1541,3867 KSH
Nashua,DM1786,1733 KSH
Nashua,DM1759,7092 KSH
Malindi,DM1541,5493 KSH
Mombasa,DM1873,1861 KSH
Nakuru,DM1724,9222 KSH
Nairobi,DM1537,4988 KSH
Naivasha,DM1182,6151 KSH
Malindi,DM1210,7611 KSH
Mombasa,DM1210,3271 KSH
Nairobi,DM1210,7569 KSH
Malindi,DM1182,9149 KSH
Naivasha,DM1873,5640 KSH
Nairobi,DM1294,1724 KSH
Nakuru,DM1294,3865 KSH
Malindi,DM1759,3594 KSH
Mombasa,DM1786,2480 KSH
Nairobi,DM1294,8558 KSH
Naivasha,DM1182,7201 KSH
Nairobi,DM1541,8986 KSH
Nairobi,DM1541,8938 KSH
Nairobi,DM1537,5248 KSH
Nashua,DM1786,8603 KSH
Naivasha,DM1210,3077 KSH
Malindi,DM1182,5008 KSH
Nashua,DM1541,6692 KSH
Mombasa,DM1210,9594 KSH
Naivasha,DM1541,7755 KSH
Malindi,DM1182,3925 KSH
Mombasa,DM1724,4346 KSH
Nairobi,DM1182,4016 KSH
Naivasha,DM1724,4288 KSH
Nairobi,DM1294,8697 KSH
Nashua,DM1541,3920 KSH
Nakuru,DM1724,3369 KSH
Nashua,DM1541,7057 KSH
Nairobi,DM1759,6959 KSH
Nashua,DM1210,8352 KSH
Nairobi,DM1759,8359 KSH
Nairobi,DM1541,1682 KSH
Nakuru,DM1541,3920 KSH
Naivasha,DM1294,4925 KSH
Mombasa,DM1759,9345 KSH
Mombasa,DM1182,5622 KSH
Malindi,DM1537,5254 KSH
Mombasa,DM1537,6954 KSH
Nairobi,DM1873,6385 KSH
Nashua,DM1873,4840 KSH
Malindi,DM1873,4173 KSH
Mombasa,DM1759,2165 KSH
Naivasha,DM1724,6709 KSH
Mombasa,DM1210,7904 KSH
Naivasha,DM1873,3346 KSH
Nairobi,DM1294,4999 KSH
Mombasa,DM1759,6070 KSH
Naivasha,DM1294,6463 KSH
Nairobi,DM1182,2362 KSH
Nashua,DM1759,3854 KSH
Nashua,DM1537,5787 KSH
Nashua,DM1210,6377 KSH
Nairobi,DM1230,9234 KSH
Mombasa,DM1541,3935 KSH
Mombasa,DM1541,7225 KSH
Naivasha,DM1210,6182 KSH
Naivasha,DM1294,3833 KSH
Malindi,DM1210,5743 KSH
Malindi,DM1182,6154 KSH
Naivasha,DM1873,1873 KSH
Nakuru,DM1294,5578 KSH
Mombasa,DM1873,1340 KSH
Nakuru,DM1537,9894 KSH
Mombasa,DM1786,1406 KSH
Nashua,DM1541,1016 KSH
Nairobi,DM1230,4774 KSH
Naivasha,DM1230,8982 KSH
Mombasa,DM1294,7224 KSH
Nashua,DM1724,2372 KSH
Mombasa,DM1182,3413 KSH
Nairobi,DM1873,9857 KSH
Nairobi,DM1537,1680 KSH
Malindi,DM1873,4349 KSH
Nashua,DM1537,1208 KSH
Nairobi,DM1786,5882 KSH
Mombasa,DM1230,7655 KSH
Nairobi,DM1210,3106 KSH
Nairobi,DM1786,5903 KSH
Nairobi,DM1541,1594 KSH
Malindi,DM1724,8251 KSH
Nairobi,DM1759,7059 KSH
Naivasha,DM1182,4725 KSH
Nashua,DM1786,9178 KSH
Naivasha,DM1786,9295 KSH
Nairobi,DM1294,9521 KSH
Nairobi,DM1541,5594 KSH
Nairobi,DM1759,2342 KSH
Malindi,DM1294,4429 KSH
Nashua,DM1230,4657 KSH
Nakuru,DM1541,1309 KSH
Naivasha,DM1724,5568 KSH
Mombasa,DM1873,9539 KSH
Mombasa,DM1873,2104 KSH
Nairobi,DM1786,9059 KSH
Nakuru,DM1294,2882 KSH
Nashua,DM1230,5027 KSH
Nairobi,DM1294,1187 KSH
Naivasha,DM1724,1414 KSH
Malindi,DM1294,1394 KSH
Nakuru,DM1210,9480 KSH
Naivasha,DM1230,9514 KSH
Nakuru,DM1759,6283 KSH
Malindi,DM1537,8149 KSH
Nairobi,DM1182,2266 KSH
Nairobi,DM1294,3275 KSH
Nashua,DM1294,3877 KSH
Malindi,DM1759,2741 KSH
Naivasha,DM1210,8109 KSH
Nakuru,DM1537,4307 KSH
Nairobi,DM1724,1280 KSH
Nairobi,DM1537,5087 KSH
Malindi,DM1230,4402 KSH
Nairobi,DM1873,9149 KSH
Nashua,DM1541,2299 KSH
Mombasa,DM1873,6105 KSH
Nakuru,DM1537,6211 KSH
Nairobi,DM1724,3263 KSH
Malindi,DM1786,6739 KSH
Malindi,DM1724,9870 KSH
Malindi,DM1294,9427 KSH
Nakuru,DM1786,9637 KSH
Mombasa,DM1537,6818 KSH
Naivasha,DM1294,6179 KSH
Mombasa,DM1210,7223 KSH
Nashua,DM1786,9322 KSH
Nashua,DM1873,4413 KSH
Nashua,DM1294,8850 KSH
Mombasa,DM1210,9453 KSH
Mombasa,DM1786,4370 KSH
Mombasa,DM1182,6836 KSH
Nairobi,DM1541,5520 KSH
Nakuru,DM1724,4237 KSH
Malindi,DM1230,2251 KSH
Nashua,DM1210,7455 KSH
Nairobi,DM1294,2028 KSH
Nairobi,DM1786,2778 KSH
Malindi,DM1541,1309 KSH
Nashua,DM1786,4519 KSH
Nashua,DM1210,5207 KSH
Naivasha,DM1294,9010 KSH
Nakuru,DM1294,2867 KSH
Mombasa,DM1786,9115 KSH
Nakuru,DM1786,3400 KSH
Mombasa,DM1724,4123 KSH
Nashua,DM1182,5705 KSH
Mombasa,DM1230,8470 KSH
Nairobi,DM1182,5143 KSH
Mombasa,DM1541,3174 KSH
Nairobi,DM1210,6294 KSH
Mombasa,DM1230,4466 KSH
Naivasha,DM1759,1775 KSH
Nakuru,DM1873,7007 KSH
Mombasa,DM1541,8214 KSH
Nakuru,DM1873,7408 KSH
Mombasa,DM1873,8655 KSH
Malindi,DM1210,3753 KSH
Nakuru,DM1210,8053 KSH
Mombasa,DM1759,5140 KSH
Malindi,DM1294,8879 KSH
Mombasa,DM1759,2902 KSH
Mombasa,DM1294,2224 KSH
Naivasha,DM1182,9792 KSH
Mombasa,DM1210,4034 KSH
Nairobi,DM1294,4804 KSH
Nairobi,DM1182,1295 KSH
Mombasa,DM1182,3887 KSH
Malindi,DM1786,9806 KSH
Naivasha,DM1182,4233 KSH
Mombasa,DM1759,3777 KSH
Naivasha,DM1541,9582 KSH
Nairobi,DM1873,1774 KSH
Naivasha,DM1182,8652 KSH
Nairobi,DM1873,4887 KSH
Mombasa,DM1182,9800 KSH
Malindi,DM1724,3972 KSH
Nairobi,DM1786,1777 KSH
Mombasa,DM1230,9157 KSH
Mombasa,DM1182,3073 KSH
Naivasha,DM1759,7045 KSH
Mombasa,DM1537,6426 KSH
Nashua,DM1541,2784 KSH
Mombasa,DM1759,4533 KSH
Nakuru,DM1182,3175 KSH
Nashua,DM1786,6175 KSH
Mombasa,DM1873,1438 KSH
Mombasa,DM1541,9983 KSH
Nakuru,DM1537,2440 KSH
Nairobi,DM1210,3795 KSH
Mombasa,DM1230,4753 KSH
Nashua,DM1294,9107 KSH
Malindi,DM1786,5207 KSH
Mombasa,DM1724,9083 KSH
Mombasa,DM1537,7619 KSH
Nakuru,DM1210,2081 KSH
Malindi,DM1724,2272 KSH
Mombasa,DM1182,3899 KSH
Mombasa,DM1537,1334 KSH
Nairobi,DM1294,5958 KSH
Nairobi,DM1294,2447 KSH
Nairobi,DM1541,8263 KSH
Naivasha,DM1541,1457 KSH
Nashua,DM1786,8149 KSH
Malindi,DM1230,4610 KSH
Naivasha,DM1786,3156 KSH
Nashua,DM1210,5710 KSH
Mombasa,DM1210,6486 KSH
Naivasha,DM1873,3887 KSH
Nashua,DM1230,6951 KSH
Nairobi,DM1786,3158 KSH
Nairobi,DM1759,7570 KSH
Malindi,DM1294,1948 KSH
Nashua,DM1294,4570 KSH
Nashua,DM1537,6668 KSH
Nairobi,DM1182,6696 KSH
Nakuru,DM1210,3732 KSH
Nairobi,DM1873,4722 KSH
Nairobi,DM1210,3204 KSH
Nairobi,DM1786,9168 KSH
Mombasa,DM1230,4240 KSH
Mombasa,DM1537,3781 KSH
Malindi,DM1541,9262 KSH
Nakuru,DM1182,7398 KSH
Nairobi,DM1182,6457 KSH
Nairobi,DM1230,4522 KSH
Nairobi,DM1759,3301 KSH
Nashua,DM1724,6469 KSH
Nashua,DM1210,6930 KSH
Nairobi,DM1230,7798 KSH
Nakuru,DM1537,1034 KSH
Nashua,DM1541,2530 KSH
Nairobi,DM1759,6252 KSH
Nairobi,DM1541,7371 KSH
Nakuru,DM1210,8097 KSH
Nairobi,DM1230,4990 KSH
Malindi,DM1537,6879 KSH
Malindi,DM1759,8604 KSH
Nashua,DM1724,5923 KSH
Nairobi,DM1182,4041 KSH
Naivasha,DM1182,9380 KSH
Nakuru,DM1230,6341 KSH
Mombasa,DM1210,6492 KSH
Naivasha,DM1873,3763 KSH
Mombasa,DM1786,6463 KSH
Malindi,DM1724,3209 KSH
Mombasa,DM1537,6172 KSH
Mombasa,DM1294,2378 KSH
Mombasa,DM1537,8045 KSH
Mombasa,DM1230,9907 KSH
Mombasa,DM1537,8901 KSH
Mombasa,DM1873,9452 KSH
Nashua,DM1786,5160 KSH
Nairobi,DM1786,1470 KSH
Nakuru,DM1182,5210 KSH
Malindi,DM1873,1902 KSH
Nashua,DM1230,6940 KSH
Nairobi,DM1724,1400 KSH
Mombasa,DM1537,7237 KSH
Mombasa,DM1294,7823 KSH
Nairobi,DM1873,9641 KSH
Naivasha,DM1294,6099 KSH
Nakuru,DM1541,1420 KSH
Nashua,DM1759,4182 KSH
Nairobi,DM1230,1245 KSH
Mombasa,DM1537,2757 KSH
Nairobi,DM1786,6063 KSH
Mombasa,DM1537,1904 KSH
Mombasa,DM1541,2447 KSH
Naivasha,DM1230,9552 KSH
Nairobi,DM1759,4366 KSH
Nairobi,DM1873,4627 KSH
Nakuru,DM1537,8685 KSH
Mombasa,DM1230,3076 KSH
Naivasha,DM1294,5101 KSH
Nairobi,DM1294,4178 KSH
Nairobi,DM1182,9032 KSH
Mombasa,DM1786,2614 KSH
Malindi,DM1541,1511 KSH
Nairobi,DM1724,2433 KSH
Nairobi,DM1182,1578 KSH
Nakuru,DM1759,1382 KSH
Nairobi,DM1537,9714 KSH
Mombasa,DM1230,2475 KSH
Malindi,DM1541,7253 KSH
Nairobi,DM1541,3807 KSH
Mombasa,DM1873,6131 KSH
Malindi,DM1182,3810 KSH
Mombasa,DM1541,7310 KSH
Naivasha,DM1759,1747 KSH
Naivasha,DM1541,1434 KSH
Malindi,DM1294,3054 KSH
Nairobi,DM1210,3633 KSH
Nakuru,DM1786,4454 KSH
Nairobi,DM1294,1571 KSH
Malindi,DM1230,2178 KSH
Nashua,DM1541,4657 KSH
Nairobi,DM1873,1735 KSH
Nairobi,DM1541,9613 KSH
Malindi,DM1759,5561 KSH
Nakuru,DM1182,3385 KSH
Nairobi,DM1873,7351 KSH
Malindi,DM1724,5096 KSH
Nakuru,DM1541,4168 KSH
Nairobi,DM1182,8301 KSH
Mombasa,DM1294,1611 KSH
Naivasha,DM1182,6040 KSH
Nairobi,DM1786,4127 KSH
Mombasa,DM1230,1649 KSH
Mombasa,DM1759,4534 KSH
Nakuru,DM1759,5429 KSH
Nakuru,DM1724,9376 KSH
Mombasa,DM1182,6664 KSH
Nashua,DM1294,9616 KSH
Nairobi,DM1759,3915 KSH
Nakuru,DM1786,7686 KSH
Mombasa,DM1873,4501 KSH
Nairobi,DM1210,6622 KSH
Naivasha,DM1230,2799 KSH
Mombasa,DM1724,8863 KSH
Naivasha,DM1541,1206 KSH
Malindi,DM1294,5153 KSH
Nairobi,DM1210,7074 KSH
Naivasha,DM1724,5905 KSH
Mombasa,DM1786,3015 KSH
Naivasha,DM1724,3476 KSH
Nairobi,DM1230,8950 KSH
Nashua,DM1724,6458 KSH
Naivasha,DM1873,9831 KSH
Naivasha,DM1724,7426 KSH
Nashua,DM1294,2544 KSH
Mombasa,DM1759,2239 KSH
Nakuru,DM1759,4125 KSH
Mombasa,DM1210,3664 KSH
Nairobi,DM1210,2981 KSH
Mombasa,DM1210,4824 KSH
Malindi,DM1537,1027 KSH
Nairobi,DM1541,9003 KSH
Nakuru,DM1724,2650 KSH
Nashua,DM1541,8342 KSH
Nairobi,DM1541,8074 KSH
Nashua,DM1724,3567 KSH
Nashua,DM1724,9840 KSH
Nairobi,DM1759,7308 KSH
Nairobi,DM1873,5872 KSH
Mombasa,DM1294,9057 KSH
Nashua,DM1724,1686 KSH
Nashua,DM1786,8959 KSH
Nashua,DM1873,8271 KSH
Mombasa,DM1230,9267 KSH
Nakuru,DM1182,6715 KSH
Nashua,DM1230,4611 KSH
Nairobi,DM1759,7962 KSH
Mombasa,DM1537,1881 KSH
Mombasa,DM1724,2103 KSH
Mombasa,DM1873,5469 KSH
Mombasa,DM1786,5586 KSH
Malindi,DM1541,2275 KSH
Naivasha,DM1873,3811 KSH
Nairobi,DM1230,9131 KSH
Nakuru,DM1724,3277 KSH
Malindi,DM1724,4972 KSH
Malindi,DM1759,7097 KSH
Naivasha,DM1759,5294 KSH
Mombasa,DM1541,3727 KSH
